ObjNum	OriginX	OriginY	OriginZ	Pitch	Roll	Yaw	Solid	Flags	FadeMinDist	FadeMaxDist	PropTypeEntry
273	2373	-3383	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
274	2373	-3511	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
275	2373	-3639	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
276	2373	-3767	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
277	2373	-3895	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
278	2373	-4023	398,273	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
279	2314	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
280	2186	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
281	2058	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
282	1930	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
283	1802	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
284	1674	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
285	1546	-4088	398	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
286	1482	-4025	398,281	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
287	1482	-4025	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
288	1482	-3897	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
289	1482	-3769	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
290	1482	-3641	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
291	1482	-3513	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
292	1482	-3385	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
293	1482	-3257	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
294	1482	-3129	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
295	1482	-3001	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
296	1482	-2873	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
297	1482	-2745	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
298	1482	-2617	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
299	1482	-2489	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
300	1482	-2361	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
301	1482	-2233	209,921	0	180	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
302	1543	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
303	1671	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
304	1799	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
305	1927	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
306	2055	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
307	2183	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
308	2311	-2168	209,768	0	90	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
309	2373	-2231	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
310	2373	-2359	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
311	2373	-2487	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
312	2373	-2615	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
313	2373	-2743	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
314	2373	-2871	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
315	2373	-2999	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
316	2373	-3127	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
317	2373	-3255	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
318	2373	-3383	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
319	2373	-3511	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
320	2373	-3639	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
321	2373	-3767	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
322	2373	-3895	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
323	2373	-4023	209,914	0	0	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
324	2314	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
325	2186	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
326	2058	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
327	1930	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
328	1802	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
329	1674	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
330	1546	-4088	209,646	0	270	0	0	16	0	0	models/scenery/structural/brad_wall/brad_wall2.mdl
331	1479	-2617	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
332	1479	-2873	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
333	1479	-3129	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
334	1479	-3385	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
335	1479	-3641	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
336	1479	-3897	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
337	1666	-4091	581	0	270	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
338	1922	-4091	581	0	90	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
339	2178	-4091	581	0	270	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
340	2374	-3897	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
341	2374	-3641	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
342	2374	-3385	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
343	2374	-3129	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
344	2374	-2873	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
345	2374	-2617	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
346	2374	-2361	585	0	0	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
347	2187	-2167	581	0	90	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
348	1931	-2167	581	0	270	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
349	1675	-2167	581	0	90	0	6	16	0	0	models/scenery/structural/bradbury/boardsa.mdl
350	1479	-2361	585	0	180	0	6	16	0	0	models/scenery/structural/bradbury/boardsb.mdl
351	0	0	0	0	0	0	0	0	0	0	models/scenery/trash/barrels/barrelf.mdl
